mode	drug	no_feats	F1-score_macro	c_param
gpa_expr	Ceftazidim	137	0.8018	0.15
gpa_expr	Ceftazidim	9	0.8014	0.0085
gpa_expr	Ceftazidim	140	0.7985	0.3
gpa_expr	Ceftazidim	143	0.7985	0.4
gpa_expr	Ceftazidim	143	0.7985	0.85
gpa_expr	Ceftazidim	172	0.791	0.25
gpa_expr	Ceftazidim	143	0.7836	0.7
gpa_expr	Ceftazidim	6	0.7821	0.007
gpa_expr	Ceftazidim	1	0.7071	0.005
gpa_expr	Ceftazidim	1	0.335	0.004
gpa_expr	Ceftazidim	0	0.335	0.003
gpa_expr	Ceftazidim	0	0.335	0.0025
gpa_expr	Ceftazidim	0	0.335	0.002
gpa_expr	Ceftazidim	0	0.335	0.0015
gpa_expr	Ceftazidim	0	0.335	0.001
gpa_expr	Ciprofloxacin	73	0.8014	0.02
gpa_expr	Ciprofloxacin	163	0.7968	0.085
gpa_expr	Ciprofloxacin	97	0.7944	0.025
gpa_expr	Ciprofloxacin	120	0.7943	0.03
gpa_expr	Ciprofloxacin	50	0.7838	0.015
gpa_expr	Ciprofloxacin	148	0.7826	0.7
gpa_expr	Ciprofloxacin	144	0.78	0.05
gpa_expr	Ciprofloxacin	164	0.7792	0.15
gpa_expr	Ciprofloxacin	141	0.7731	0.04
gpa_expr	Ciprofloxacin	140	0.7722	0.2
gpa_expr	Ciprofloxacin	159	0.7716	1.0
gpa_expr	Ciprofloxacin	159	0.769	0.07
gpa_expr	Ciprofloxacin	171	0.7688	0.25
gpa_expr	Ciprofloxacin	147	0.7685	0.4
gpa_expr	Ciprofloxacin	154	0.7656	0.1
gpa_expr	Ciprofloxacin	25	0.7554	0.01
gpa_expr	Ciprofloxacin	140	0.7548	0.85
gpa_expr	Ciprofloxacin	126	0.7542	0.5
gpa_expr	Ciprofloxacin	16	0.7516	0.0085
gpa_expr	Ciprofloxacin	150	0.7502	0.3
gpa_expr	Ciprofloxacin	8	0.7475	0.007
gpa_expr	Ciprofloxacin	5	0.7208	0.005
gpa_expr	Ciprofloxacin	2	0.7032	0.004
gpa_expr	Ciprofloxacin	0	0.3084	0.002
gpa_expr	Ciprofloxacin	0	0.3084	0.003
gpa_expr	Ciprofloxacin	0	0.3084	0.0025
gpa_expr	Ciprofloxacin	0	0.3084	0.0015
gpa_expr	Ciprofloxacin	0	0.3084	0.001
gpa_expr	Meropenem	101	0.8905	1.0
gpa_expr	Meropenem	92	0.8881	0.85
gpa_expr	Meropenem	105	0.8831	0.7
gpa_expr	Meropenem	102	0.8741	0.05
gpa_expr	Meropenem	105	0.8721	0.5
gpa_expr	Meropenem	102	0.8706	0.4
gpa_expr	Meropenem	104	0.8706	0.3
gpa_expr	Meropenem	93	0.8705	0.04
gpa_expr	Meropenem	134	0.8692	0.15
gpa_expr	Meropenem	115	0.8692	0.07
gpa_expr	Meropenem	70	0.8676	0.03
gpa_expr	Meropenem	120	0.8662	0.085
gpa_expr	Meropenem	49	0.864	0.025
gpa_expr	Meropenem	142	0.8633	0.25
gpa_expr	Meropenem	123	0.862	0.1
gpa_expr	Meropenem	132	0.8597	0.2
gpa_expr	Meropenem	29	0.8534	0.02
gpa_expr	Meropenem	16	0.8463	0.015
gpa_expr	Meropenem	7	0.8457	0.0085
gpa_expr	Meropenem	6	0.8422	0.01
gpa_expr	Meropenem	5	0.8302	0.007
gpa_expr	Meropenem	2	0.7549	0.005
gpa_expr	Meropenem	1	0.3151	0.004
gpa_expr	Meropenem	0	0.2386	0.0015
gpa_expr	Meropenem	0	0.2386	0.003
gpa_expr	Meropenem	0	0.2386	0.0025
gpa_expr	Meropenem	0	0.2386	0.002
gpa_expr	Meropenem	0	0.2386	0.001
gpa_expr	Tobramycin	63	0.9357	0.1
gpa_expr	Tobramycin	73	0.9323	0.04
gpa_expr	Tobramycin	65	0.9319	0.15
gpa_expr	Tobramycin	64	0.9319	0.085
gpa_expr	Tobramycin	59	0.9286	0.03
gpa_expr	Tobramycin	58	0.9248	0.07
gpa_expr	Tobramycin	46	0.9248	0.025
gpa_expr	Tobramycin	73	0.9214	0.05
gpa_expr	Tobramycin	27	0.9181	0.015
gpa_expr	Tobramycin	34	0.9181	0.02
gpa_expr	Tobramycin	73	0.9147	1.0
gpa_expr	Tobramycin	64	0.9138	0.2
gpa_expr	Tobramycin	63	0.9133	0.3
gpa_expr	Tobramycin	73	0.9105	0.25
gpa_expr	Tobramycin	66	0.9076	0.7
gpa_expr	Tobramycin	67	0.9066	0.4
gpa_expr	Tobramycin	15	0.9	0.01
gpa_expr	Tobramycin	66	0.8994	0.85
gpa_expr	Tobramycin	14	0.8994	0.0085
gpa_expr	Tobramycin	70	0.8977	0.5
gpa_expr	Tobramycin	9	0.8904	0.007
gpa_expr	Tobramycin	4	0.8904	0.005
gpa_expr	Tobramycin	4	0.8686	0.004
gpa_expr	Tobramycin	2	0.8593	0.003
gpa_expr	Tobramycin	1	0.624	0.0025
gpa_expr	Tobramycin	0	0.4069	0.002
gpa_expr	Tobramycin	0	0.4069	0.0015
gpa_expr	Tobramycin	0	0.4069	0.001
gpa_snps	Ceftazidim	56	0.6679	0.04
gpa_snps	Ceftazidim	171	0.6677	1.0
gpa_snps	Ceftazidim	108	0.6604	0.07
gpa_snps	Ceftazidim	129	0.6604	0.085
gpa_snps	Ceftazidim	78	0.6567	0.05
gpa_snps	Ceftazidim	152	0.6529	0.15
gpa_snps	Ceftazidim	144	0.6529	0.1
gpa_snps	Ceftazidim	177	0.6491	0.85
gpa_snps	Ceftazidim	31	0.6453	0.03
gpa_snps	Ceftazidim	174	0.6418	0.2
gpa_snps	Ceftazidim	182	0.6381	0.5
gpa_snps	Ceftazidim	176	0.6306	0.7
gpa_snps	Ceftazidim	22	0.63	0.025
gpa_snps	Ceftazidim	171	0.6269	0.25
gpa_snps	Ceftazidim	176	0.6268	0.4
gpa_snps	Ceftazidim	169	0.6268	0.3
gpa_snps	Ceftazidim	14	0.6186	0.02
gpa_snps	Ceftazidim	6	0.6031	0.015
gpa_snps	Ceftazidim	0	0.335	0.002
gpa_snps	Ceftazidim	0	0.335	0.0025
gpa_snps	Ceftazidim	0	0.335	0.0015
gpa_snps	Ceftazidim	0	0.335	0.01
gpa_snps	Ceftazidim	0	0.335	0.0085
gpa_snps	Ceftazidim	0	0.335	0.007
gpa_snps	Ceftazidim	0	0.335	0.005
gpa_snps	Ceftazidim	0	0.335	0.004
gpa_snps	Ceftazidim	0	0.335	0.003
gpa_snps	Ceftazidim	0	0.335	0.001
gpa_snps	Ciprofloxacin	59	0.9082	0.07
gpa_snps	Ciprofloxacin	76	0.9047	0.1
gpa_snps	Ciprofloxacin	36	0.9046	0.05
gpa_snps	Ciprofloxacin	69	0.9013	0.085
gpa_snps	Ciprofloxacin	30	0.9004	0.04
gpa_snps	Ciprofloxacin	97	0.8978	0.15
gpa_snps	Ciprofloxacin	17	0.8931	0.03
gpa_snps	Ciprofloxacin	91	0.8908	0.2
gpa_snps	Ciprofloxacin	2	0.8896	0.007
gpa_snps	Ciprofloxacin	3	0.8896	0.0085
gpa_snps	Ciprofloxacin	9	0.8896	0.015
gpa_snps	Ciprofloxacin	11	0.8896	0.02
gpa_snps	Ciprofloxacin	15	0.8896	0.025
gpa_snps	Ciprofloxacin	6	0.8896	0.01
gpa_snps	Ciprofloxacin	97	0.8837	0.3
gpa_snps	Ciprofloxacin	104	0.8733	0.25
gpa_snps	Ciprofloxacin	94	0.8632	0.7
gpa_snps	Ciprofloxacin	97	0.863	0.4
gpa_snps	Ciprofloxacin	98	0.8628	0.5
gpa_snps	Ciprofloxacin	93	0.8596	1.0
gpa_snps	Ciprofloxacin	97	0.8524	0.85
gpa_snps	Ciprofloxacin	1	0.4653	0.005
gpa_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_snps	Ciprofloxacin	0	0.3084	0.004
gpa_snps	Ciprofloxacin	0	0.3084	0.003
gpa_snps	Ciprofloxacin	0	0.3084	0.0025
gpa_snps	Ciprofloxacin	0	0.3084	0.002
gpa_snps	Ciprofloxacin	0	0.3084	0.001
gpa_snps	Meropenem	72	0.8561	0.085
gpa_snps	Meropenem	49	0.8561	0.07
gpa_snps	Meropenem	91	0.8489	0.1
gpa_snps	Meropenem	113	0.8473	0.2
gpa_snps	Meropenem	29	0.8462	0.05
gpa_snps	Meropenem	122	0.8401	0.15
gpa_snps	Meropenem	131	0.8392	0.25
gpa_snps	Meropenem	25	0.8391	0.04
gpa_snps	Meropenem	19	0.826	0.03
gpa_snps	Meropenem	120	0.8118	0.3
gpa_snps	Meropenem	13	0.8023	0.025
gpa_snps	Meropenem	9	0.7661	0.02
gpa_snps	Meropenem	144	0.7608	0.4
gpa_snps	Meropenem	137	0.7413	1.0
gpa_snps	Meropenem	140	0.7331	0.7
gpa_snps	Meropenem	141	0.7328	0.5
gpa_snps	Meropenem	145	0.729	0.85
gpa_snps	Meropenem	4	0.6588	0.015
gpa_snps	Meropenem	0	0.2386	0.0015
gpa_snps	Meropenem	1	0.2386	0.01
gpa_snps	Meropenem	0	0.2386	0.0085
gpa_snps	Meropenem	0	0.2386	0.007
gpa_snps	Meropenem	0	0.2386	0.005
gpa_snps	Meropenem	0	0.2386	0.004
gpa_snps	Meropenem	0	0.2386	0.003
gpa_snps	Meropenem	0	0.2386	0.0025
gpa_snps	Meropenem	0	0.2386	0.002
gpa_snps	Meropenem	0	0.2386	0.001
gpa_snps	Tobramycin	103	0.9143	0.85
gpa_snps	Tobramycin	95	0.9061	0.25
gpa_snps	Tobramycin	103	0.9056	1.0
gpa_snps	Tobramycin	99	0.9022	0.5
gpa_snps	Tobramycin	101	0.9022	0.3
gpa_snps	Tobramycin	105	0.8994	0.4
gpa_snps	Tobramycin	100	0.8989	0.2
gpa_snps	Tobramycin	105	0.8989	0.15
gpa_snps	Tobramycin	77	0.8983	0.1
gpa_snps	Tobramycin	24	0.8923	0.03
gpa_snps	Tobramycin	103	0.8917	0.7
gpa_snps	Tobramycin	35	0.8896	0.04
gpa_snps	Tobramycin	63	0.8851	0.07
gpa_snps	Tobramycin	72	0.8844	0.085
gpa_snps	Tobramycin	46	0.8798	0.05
gpa_snps	Tobramycin	19	0.8772	0.025
gpa_snps	Tobramycin	15	0.87	0.02
gpa_snps	Tobramycin	4	0.8677	0.01
gpa_snps	Tobramycin	3	0.8593	0.007
gpa_snps	Tobramycin	10	0.8556	0.015
gpa_snps	Tobramycin	3	0.8461	0.0085
gpa_snps	Tobramycin	0	0.4069	0.0015
gpa_snps	Tobramycin	0	0.4069	0.005
gpa_snps	Tobramycin	0	0.4069	0.004
gpa_snps	Tobramycin	0	0.4069	0.003
gpa_snps	Tobramycin	0	0.4069	0.0025
gpa_snps	Tobramycin	0	0.4069	0.002
gpa_snps	Tobramycin	0	0.4069	0.001
gpa	Ceftazidim	80	0.6864	0.1
gpa	Ceftazidim	57	0.6789	0.07
gpa	Ceftazidim	40	0.6788	0.05
gpa	Ceftazidim	109	0.6716	0.15
gpa	Ceftazidim	73	0.6713	0.085
gpa	Ceftazidim	156	0.6642	1.0
gpa	Ceftazidim	125	0.6604	0.2
gpa	Ceftazidim	149	0.6529	0.5
gpa	Ceftazidim	133	0.6493	0.25
gpa	Ceftazidim	28	0.6444	0.04
gpa	Ceftazidim	15	0.6419	0.03
gpa	Ceftazidim	149	0.6381	0.3
gpa	Ceftazidim	158	0.6343	0.7
gpa	Ceftazidim	149	0.6343	0.4
gpa	Ceftazidim	153	0.6306	0.85
gpa	Ceftazidim	8	0.6302	0.02
gpa	Ceftazidim	13	0.618	0.025
gpa	Ceftazidim	4	0.5758	0.015
gpa	Ceftazidim	0	0.335	0.0025
gpa	Ceftazidim	0	0.335	0.002
gpa	Ceftazidim	0	0.335	0.004
gpa	Ceftazidim	0	0.335	0.003
gpa	Ceftazidim	0	0.335	0.005
gpa	Ceftazidim	0	0.335	0.007
gpa	Ceftazidim	0	0.335	0.0085
gpa	Ceftazidim	0	0.335	0.01
gpa	Ceftazidim	0	0.335	0.0015
gpa	Ceftazidim	0	0.335	0.001
gpa	Ciprofloxacin	129	0.7881	1.0
gpa	Ciprofloxacin	131	0.7794	0.25
gpa	Ciprofloxacin	37	0.777	0.05
gpa	Ciprofloxacin	32	0.7768	0.04
gpa	Ciprofloxacin	126	0.769	0.85
gpa	Ciprofloxacin	124	0.7683	0.3
gpa	Ciprofloxacin	134	0.7666	0.7
gpa	Ciprofloxacin	26	0.7664	0.03
gpa	Ciprofloxacin	126	0.7646	0.4
gpa	Ciprofloxacin	130	0.7643	0.5
gpa	Ciprofloxacin	16	0.7629	0.025
gpa	Ciprofloxacin	105	0.7588	0.15
gpa	Ciprofloxacin	60	0.7561	0.07
gpa	Ciprofloxacin	115	0.7542	0.2
gpa	Ciprofloxacin	85	0.7526	0.085
gpa	Ciprofloxacin	91	0.7525	0.1
gpa	Ciprofloxacin	10	0.7455	0.02
gpa	Ciprofloxacin	7	0.7241	0.015
gpa	Ciprofloxacin	5	0.6789	0.01
gpa	Ciprofloxacin	1	0.5968	0.0085
gpa	Ciprofloxacin	0	0.3084	0.002
gpa	Ciprofloxacin	0	0.3084	0.003
gpa	Ciprofloxacin	0	0.3084	0.004
gpa	Ciprofloxacin	0	0.3084	0.0025
gpa	Ciprofloxacin	0	0.3084	0.0015
gpa	Ciprofloxacin	0	0.3084	0.007
gpa	Ciprofloxacin	0	0.3084	0.005
gpa	Ciprofloxacin	0	0.3084	0.001
gpa	Meropenem	48	0.867	0.1
gpa	Meropenem	41	0.8641	0.085
gpa	Meropenem	72	0.8605	0.15
gpa	Meropenem	90	0.8525	0.2
gpa	Meropenem	96	0.8481	0.25
gpa	Meropenem	90	0.8392	0.3
gpa	Meropenem	22	0.8391	0.05
gpa	Meropenem	32	0.8391	0.07
gpa	Meropenem	16	0.8356	0.04
gpa	Meropenem	13	0.8356	0.03
gpa	Meropenem	12	0.8321	0.025
gpa	Meropenem	102	0.8246	0.4
gpa	Meropenem	9	0.7944	0.02
gpa	Meropenem	103	0.7942	0.5
gpa	Meropenem	110	0.7929	0.7
gpa	Meropenem	111	0.7748	1.0
gpa	Meropenem	119	0.7565	0.85
gpa	Meropenem	3	0.4362	0.015
gpa	Meropenem	0	0.2386	0.0015
gpa	Meropenem	1	0.2386	0.01
gpa	Meropenem	0	0.2386	0.0085
gpa	Meropenem	0	0.2386	0.007
gpa	Meropenem	0	0.2386	0.005
gpa	Meropenem	0	0.2386	0.004
gpa	Meropenem	0	0.2386	0.003
gpa	Meropenem	0	0.2386	0.0025
gpa	Meropenem	0	0.2386	0.002
gpa	Meropenem	0	0.2386	0.001
gpa	Tobramycin	55	0.9133	0.085
gpa	Tobramycin	31	0.9128	0.05
gpa	Tobramycin	89	0.91	0.7
gpa	Tobramycin	78	0.91	0.3
gpa	Tobramycin	60	0.91	0.1
gpa	Tobramycin	22	0.909	0.04
gpa	Tobramycin	71	0.9061	0.15
gpa	Tobramycin	48	0.9061	0.07
gpa	Tobramycin	82	0.9033	0.2
gpa	Tobramycin	86	0.9033	1.0
gpa	Tobramycin	84	0.9028	0.4
gpa	Tobramycin	87	0.8989	0.85
gpa	Tobramycin	83	0.8989	0.5
gpa	Tobramycin	12	0.8971	0.025
gpa	Tobramycin	15	0.8971	0.03
gpa	Tobramycin	95	0.8934	0.25
gpa	Tobramycin	10	0.8931	0.02
gpa	Tobramycin	3	0.8884	0.01
gpa	Tobramycin	8	0.8751	0.015
gpa	Tobramycin	3	0.8593	0.0085
gpa	Tobramycin	3	0.8593	0.007
gpa	Tobramycin	0	0.4069	0.002
gpa	Tobramycin	0	0.4069	0.004
gpa	Tobramycin	0	0.4069	0.0025
gpa	Tobramycin	0	0.4069	0.003
gpa	Tobramycin	0	0.4069	0.005
gpa	Tobramycin	0	0.4069	0.0015
gpa	Tobramycin	0	0.4069	0.001
snps	Ceftazidim	102	0.6863	0.07
snps	Ceftazidim	49	0.6642	0.04
snps	Ceftazidim	71	0.664	0.05
snps	Ceftazidim	27	0.6527	0.03
snps	Ceftazidim	128	0.6489	0.085
snps	Ceftazidim	165	0.6418	0.3
snps	Ceftazidim	164	0.6381	1.0
snps	Ceftazidim	171	0.6306	0.7
snps	Ceftazidim	130	0.63	0.1
snps	Ceftazidim	20	0.6265	0.025
snps	Ceftazidim	171	0.6231	0.85
snps	Ceftazidim	172	0.6231	0.5
snps	Ceftazidim	162	0.6229	0.25
snps	Ceftazidim	14	0.6154	0.02
snps	Ceftazidim	8	0.6114	0.015
snps	Ceftazidim	151	0.6082	0.2
snps	Ceftazidim	164	0.6045	0.4
snps	Ceftazidim	152	0.5967	0.15
snps	Ceftazidim	0	0.335	0.007
snps	Ceftazidim	0	0.335	0.002
snps	Ceftazidim	0	0.335	0.0025
snps	Ceftazidim	0	0.335	0.0085
snps	Ceftazidim	0	0.335	0.003
snps	Ceftazidim	0	0.335	0.004
snps	Ceftazidim	0	0.335	0.0015
snps	Ceftazidim	0	0.335	0.005
snps	Ceftazidim	0	0.335	0.01
snps	Ceftazidim	0	0.335	0.001
snps	Ciprofloxacin	50	0.9082	0.07
snps	Ciprofloxacin	84	0.9049	0.25
snps	Ciprofloxacin	73	0.9047	0.1
snps	Ciprofloxacin	83	0.9014	0.2
snps	Ciprofloxacin	48	0.9013	0.085
snps	Ciprofloxacin	91	0.9013	0.3
snps	Ciprofloxacin	80	0.9011	0.15
snps	Ciprofloxacin	27	0.9006	0.05
snps	Ciprofloxacin	87	0.8944	0.5
snps	Ciprofloxacin	21	0.8933	0.04
snps	Ciprofloxacin	6	0.8896	0.01
snps	Ciprofloxacin	15	0.8896	0.02
snps	Ciprofloxacin	3	0.8896	0.0085
snps	Ciprofloxacin	2	0.8896	0.007
snps	Ciprofloxacin	8	0.8896	0.015
snps	Ciprofloxacin	86	0.8872	0.4
snps	Ciprofloxacin	22	0.8859	0.025
snps	Ciprofloxacin	25	0.8859	0.03
snps	Ciprofloxacin	87	0.8767	0.7
snps	Ciprofloxacin	92	0.8761	0.85
snps	Ciprofloxacin	95	0.8449	1.0
snps	Ciprofloxacin	1	0.4653	0.005
snps	Ciprofloxacin	0	0.3084	0.0015
snps	Ciprofloxacin	0	0.3084	0.004
snps	Ciprofloxacin	0	0.3084	0.003
snps	Ciprofloxacin	0	0.3084	0.0025
snps	Ciprofloxacin	0	0.3084	0.002
snps	Ciprofloxacin	0	0.3084	0.001
snps	Meropenem	98	0.5793	0.07
snps	Meropenem	61	0.5647	0.05
snps	Meropenem	10	0.5647	0.02
snps	Meropenem	3	0.564	0.015
snps	Meropenem	14	0.556	0.025
snps	Meropenem	39	0.5553	0.04
snps	Meropenem	110	0.5543	0.085
snps	Meropenem	17	0.5542	0.03
snps	Meropenem	160	0.5418	0.4
snps	Meropenem	117	0.5389	0.1
snps	Meropenem	176	0.536	0.85
snps	Meropenem	164	0.5334	0.3
snps	Meropenem	178	0.5241	0.7
snps	Meropenem	173	0.5195	1.0
snps	Meropenem	157	0.515	0.25
snps	Meropenem	175	0.512	0.5
snps	Meropenem	147	0.5096	0.2
snps	Meropenem	142	0.5039	0.15
snps	Meropenem	0	0.2386	0.0015
snps	Meropenem	0	0.2386	0.01
snps	Meropenem	0	0.2386	0.0085
snps	Meropenem	0	0.2386	0.007
snps	Meropenem	0	0.2386	0.005
snps	Meropenem	0	0.2386	0.004
snps	Meropenem	0	0.2386	0.003
snps	Meropenem	0	0.2386	0.0025
snps	Meropenem	0	0.2386	0.002
snps	Meropenem	0	0.2386	0.001
snps	Tobramycin	117	0.8928	1.0
snps	Tobramycin	119	0.8851	0.5
snps	Tobramycin	107	0.8838	0.7
snps	Tobramycin	82	0.883	0.1
snps	Tobramycin	78	0.883	0.085
snps	Tobramycin	101	0.8824	0.15
snps	Tobramycin	120	0.8765	0.85
snps	Tobramycin	115	0.876	0.25
snps	Tobramycin	110	0.876	0.2
snps	Tobramycin	66	0.876	0.07
snps	Tobramycin	117	0.8714	0.4
snps	Tobramycin	56	0.8689	0.05
snps	Tobramycin	41	0.8625	0.04
snps	Tobramycin	113	0.8618	0.3
snps	Tobramycin	26	0.8586	0.03
snps	Tobramycin	24	0.8554	0.025
snps	Tobramycin	22	0.8452	0.02
snps	Tobramycin	19	0.839	0.015
snps	Tobramycin	9	0.7935	0.01
snps	Tobramycin	7	0.7585	0.0085
snps	Tobramycin	3	0.7253	0.007
snps	Tobramycin	0	0.4069	0.0015
snps	Tobramycin	0	0.4069	0.005
snps	Tobramycin	0	0.4069	0.004
snps	Tobramycin	0	0.4069	0.003
snps	Tobramycin	0	0.4069	0.0025
snps	Tobramycin	0	0.4069	0.002
snps	Tobramycin	0	0.4069	0.001
expr_snps	Ceftazidim	13	0.8205	0.01
expr_snps	Ceftazidim	42	0.8134	0.015
expr_snps	Ceftazidim	73	0.8134	0.02
expr_snps	Ceftazidim	119	0.8097	0.03
expr_snps	Ceftazidim	146	0.8096	0.04
expr_snps	Ceftazidim	159	0.8096	0.05
expr_snps	Ceftazidim	10	0.8091	0.0085
expr_snps	Ceftazidim	202	0.806	0.2
expr_snps	Ceftazidim	168	0.8059	0.07
expr_snps	Ceftazidim	109	0.8022	0.085
expr_snps	Ceftazidim	103	0.8022	0.025
expr_snps	Ceftazidim	136	0.7948	0.7
expr_snps	Ceftazidim	150	0.791	0.1
expr_snps	Ceftazidim	166	0.791	0.15
expr_snps	Ceftazidim	155	0.7873	0.4
expr_snps	Ceftazidim	123	0.7797	1.0
expr_snps	Ceftazidim	5	0.7787	0.007
expr_snps	Ceftazidim	123	0.7724	0.3
expr_snps	Ceftazidim	158	0.7722	0.25
expr_snps	Ceftazidim	129	0.7649	0.85
expr_snps	Ceftazidim	131	0.7534	0.5
expr_snps	Ceftazidim	2	0.7106	0.005
expr_snps	Ceftazidim	0	0.335	0.0015
expr_snps	Ceftazidim	1	0.335	0.004
expr_snps	Ceftazidim	0	0.335	0.003
expr_snps	Ceftazidim	0	0.335	0.0025
expr_snps	Ceftazidim	0	0.335	0.002
expr_snps	Ceftazidim	0	0.335	0.001
expr_snps	Ciprofloxacin	47	0.9049	0.3
expr_snps	Ciprofloxacin	43	0.9046	0.02
expr_snps	Ciprofloxacin	19	0.9042	0.015
expr_snps	Ciprofloxacin	47	0.901	0.085
expr_snps	Ciprofloxacin	67	0.901	0.04
expr_snps	Ciprofloxacin	63	0.9008	0.07
expr_snps	Ciprofloxacin	56	0.9008	0.1
expr_snps	Ciprofloxacin	55	0.898	0.85
expr_snps	Ciprofloxacin	56	0.8977	0.025
expr_snps	Ciprofloxacin	57	0.8973	0.05
expr_snps	Ciprofloxacin	45	0.8973	0.2
expr_snps	Ciprofloxacin	60	0.8941	0.03
expr_snps	Ciprofloxacin	41	0.8935	0.15
expr_snps	Ciprofloxacin	1	0.8896	0.004
expr_snps	Ciprofloxacin	2	0.8896	0.005
expr_snps	Ciprofloxacin	5	0.8896	0.007
expr_snps	Ciprofloxacin	7	0.8896	0.0085
expr_snps	Ciprofloxacin	8	0.8896	0.01
expr_snps	Ciprofloxacin	1	0.8896	0.003
expr_snps	Ciprofloxacin	46	0.887	0.25
expr_snps	Ciprofloxacin	48	0.8839	0.7
expr_snps	Ciprofloxacin	58	0.8803	1.0
expr_snps	Ciprofloxacin	60	0.8799	0.4
expr_snps	Ciprofloxacin	74	0.8729	0.5
expr_snps	Ciprofloxacin	1	0.7419	0.0025
expr_snps	Ciprofloxacin	0	0.3084	0.0015
expr_snps	Ciprofloxacin	0	0.3084	0.002
expr_snps	Ciprofloxacin	0	0.3084	0.001
expr_snps	Meropenem	66	0.8194	0.02
expr_snps	Meropenem	83	0.813	0.025
expr_snps	Meropenem	128	0.8117	0.3
expr_snps	Meropenem	142	0.8106	0.085
expr_snps	Meropenem	94	0.8082	1.0
expr_snps	Meropenem	117	0.8057	0.04
expr_snps	Meropenem	146	0.8036	0.1
expr_snps	Meropenem	101	0.8018	0.03
expr_snps	Meropenem	132	0.8013	0.07
expr_snps	Meropenem	112	0.799	0.05
expr_snps	Meropenem	151	0.7989	0.25
expr_snps	Meropenem	30	0.797	0.015
expr_snps	Meropenem	110	0.7954	0.15
expr_snps	Meropenem	102	0.792	0.7
expr_snps	Meropenem	108	0.7885	0.5
expr_snps	Meropenem	118	0.7859	0.4
expr_snps	Meropenem	109	0.7763	0.85
expr_snps	Meropenem	123	0.7699	0.2
expr_snps	Meropenem	9	0.7634	0.01
expr_snps	Meropenem	5	0.7519	0.0085
expr_snps	Meropenem	3	0.7366	0.007
expr_snps	Meropenem	2	0.7291	0.005
expr_snps	Meropenem	0	0.2386	0.0025
expr_snps	Meropenem	0	0.2386	0.002
expr_snps	Meropenem	0	0.2386	0.0015
expr_snps	Meropenem	0	0.2386	0.003
expr_snps	Meropenem	0	0.2386	0.004
expr_snps	Meropenem	0	0.2386	0.001
expr_snps	Tobramycin	82	0.9022	0.04
expr_snps	Tobramycin	92	0.9022	0.05
expr_snps	Tobramycin	94	0.8938	0.085
expr_snps	Tobramycin	107	0.8911	0.07
expr_snps	Tobramycin	70	0.8884	0.03
expr_snps	Tobramycin	97	0.8871	0.1
expr_snps	Tobramycin	42	0.8842	0.015
expr_snps	Tobramycin	73	0.883	1.0
expr_snps	Tobramycin	75	0.8812	0.85
expr_snps	Tobramycin	55	0.8792	0.02
expr_snps	Tobramycin	61	0.8786	0.025
expr_snps	Tobramycin	92	0.874	0.7
expr_snps	Tobramycin	95	0.8653	0.15
expr_snps	Tobramycin	96	0.8643	0.2
expr_snps	Tobramycin	105	0.8635	0.25
expr_snps	Tobramycin	95	0.8603	0.4
expr_snps	Tobramycin	91	0.8563	0.5
expr_snps	Tobramycin	97	0.8539	0.3
expr_snps	Tobramycin	25	0.8372	0.01
expr_snps	Tobramycin	15	0.8244	0.0085
expr_snps	Tobramycin	11	0.8019	0.007
expr_snps	Tobramycin	8	0.782	0.005
expr_snps	Tobramycin	8	0.7721	0.004
expr_snps	Tobramycin	3	0.7214	0.003
expr_snps	Tobramycin	0	0.4069	0.002
expr_snps	Tobramycin	0	0.4069	0.0025
expr_snps	Tobramycin	0	0.4069	0.0015
expr_snps	Tobramycin	0	0.4069	0.001
expr	Ceftazidim	68	0.8172	0.04
expr	Ceftazidim	105	0.8134	0.085
expr	Ceftazidim	99	0.8134	0.07
expr	Ceftazidim	21	0.8134	0.015
expr	Ceftazidim	86	0.8097	0.05
expr	Ceftazidim	44	0.8097	0.025
expr	Ceftazidim	115	0.806	0.1
expr	Ceftazidim	49	0.806	0.03
expr	Ceftazidim	33	0.806	0.02
expr	Ceftazidim	131	0.8022	0.25
expr	Ceftazidim	138	0.8022	0.7
expr	Ceftazidim	136	0.7948	0.5
expr	Ceftazidim	144	0.7948	1.0
expr	Ceftazidim	128	0.791	0.15
expr	Ceftazidim	143	0.7873	0.2
expr	Ceftazidim	132	0.7872	0.4
expr	Ceftazidim	10	0.7866	0.01
expr	Ceftazidim	137	0.7835	0.85
expr	Ceftazidim	135	0.7798	0.3
expr	Ceftazidim	7	0.7632	0.0085
expr	Ceftazidim	5	0.737	0.007
expr	Ceftazidim	1	0.7106	0.005
expr	Ceftazidim	0	0.335	0.0015
expr	Ceftazidim	1	0.335	0.004
expr	Ceftazidim	0	0.335	0.003
expr	Ceftazidim	0	0.335	0.0025
expr	Ceftazidim	0	0.335	0.002
expr	Ceftazidim	0	0.335	0.001
expr	Ciprofloxacin	135	0.8198	0.4
expr	Ciprofloxacin	147	0.8188	0.7
expr	Ciprofloxacin	55	0.8118	0.025
expr	Ciprofloxacin	39	0.8118	0.02
expr	Ciprofloxacin	138	0.8096	0.3
expr	Ciprofloxacin	132	0.8087	0.2
expr	Ciprofloxacin	160	0.8049	0.25
expr	Ciprofloxacin	63	0.8049	0.03
